"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"45","Jonas Johansson","COL","1","23.25","7","7","0","1.000","0.00","0.66","0.67","2","2","0","1.000","0.00","0.35","2","2","0","1.000","0.00","0.21","3","3","0","1.000","0.00","0.12","0","2","38.57","-"
"92","Matthew Berlin","EDM","1","2.4333333333333","1","1","0","1.000","0.00","0.09","0.01","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.04","0","0","51.00","-"
"22","Keith Kinkaid","BOS","1","59.9","31","30","1","0.968","1.00","1.94","2.92","9","8","1","0.889","1.00","0.59","9","9","0","1.000","0.00","0.96","11","11","0","1.000","0.00","0.43","0","5","37.65","8.00"
"83","Justus Annunen","COL","1","59.633333333333","20","19","1","0.950","1.01","0.89","1.71","6","6","0","1.000","0.00","1.06","4","3","1","0.750","1.01","-0.57","9","9","0","1.000","0.00","0.35","0","0","36.10","18.00"
"33","Linus Ullmark","BOS","37","2165.2333333333","1079","1012","67","0.938","1.86","35.17","94.97","289","250","39","0.865","1.08","11.93","283","269","14","0.951","0.39","16.13","428","414","14","0.967","0.39","2.57","101","167","37.26","21.19"
"80","Kevin Mandolese","OTT","2","122.2","80","75","5","0.938","2.45","2.57","6.96","22","20","2","0.909","0.98","1.88","30","28","2","0.933","0.98","1.19","26","25","1","0.962","0.49","0.01","3","9","32.96","27.20"
"23","Laurent Brossoit","VGK","3","190.7","110","103","7","0.936","2.20","3.42","9.39","37","32","5","0.865","1.57","1.52","40","38","2","0.950","0.63","2.26","31","31","0","1.000","0.00","1.20","8","9","30.93","14.71"
"64","Joseph Woll","TOR","2","116.51666666667","70","65","5","0.929","2.57","1.63","5.71","15","11","4","0.733","2.06","-1.36","25","24","1","0.960","0.51","1.66","25","25","0","1.000","0.00","0.97","3","8","33.63","14.80"
"67","Filip Gustavsson","MIN","27","1566","762","707","55","0.928","2.11","17.15","69.46","192","161","31","0.839","1.19","2.84","211","195","16","0.924","0.61","6.46","323","315","8","0.975","0.31","4.50","68","112","35.54","19.55"
"84","Akira Schmid","N.J","10","516.16666666667","232","215","17","0.927","1.98","4.97","22.91","50","43","7","0.860","0.81","1.81","70","63","7","0.900","0.81","0.45","98","95","3","0.969","0.35","0.79","8","36","38.32","19.41"
"70","Jake Oettinger","DAL","44","2578.6333333333","1290","1194","96","0.926","2.23","26.15","120.82","360","308","52","0.856","1.21","11.45","326","294","32","0.902","0.74","2.70","536","524","12","0.978","0.28","8.75","80","181","34.88","19.50"
"47","Ilya Sorokin","NYI","45","2591.4333333333","1369","1265","104","0.924","2.41","25.63","141.6","430","364","66","0.847","1.53","9.78","342","316","26","0.924","0.60","10.41","530","518","12","0.977","0.28","8.51","90","281","34.24","19.96"
"32","Connor Hellebuyck","WPG","45","2655.4333333333","1420","1311","109","0.923","2.46","25.46","136.19","383","322","61","0.841","1.38","6.50","417","385","32","0.923","0.72","12.39","541","525","16","0.970","0.36","4.94","85","201","35.69","20.16"
"65","Dylan Wells","CHI","1","20","13","12","1","0.923","3.00","0.23","1.62","4","4","0","1.000","0.00","0.70","3","2","1","0.667","3.00","-0.68","5","5","0","1.000","0.00","0.19","1","0","28.00","28.00"
"1","Craig Anderson","BUF","20","1154.85","648","596","52","0.920","2.70","9.36","59.92","196","169","27","0.862","1.40","7.54","173","157","16","0.908","0.83","2.42","247","238","9","0.964","0.47","0.56","40","85","36.15","21.92"
"28","Andrei Vasilevskiy","T.B","44","2640.25","1376","1264","112","0.919","2.55","18.29","130.58","385","329","56","0.855","1.27","11.85","394","350","44","0.888","1.00","-2.06","543","531","12","0.978","0.27","9.02","77","193","33.79","20.81"
"77","Alexandar Georgiev","COL","41","2460.15","1335","1227","108","0.919","2.63","18.41","122.42","380","322","58","0.847","1.41","8.97","300","272","28","0.907","0.68","3.94","576","554","22","0.962","0.54","0.30","72","202","35.64","20.56"
"81","Pavel Francouz","COL","15","900.28333333333","470","432","38","0.919","2.53","6.50","40.63","125","99","26","0.792","1.73","-3.97","125","119","6","0.952","0.40","7.31","193","187","6","0.969","0.40","1.47","24","65","35.93","19.87"
"82","Kevin Lankinen","NSH","13","754.68333333333","420","386","34","0.919","2.70","5.77","39.17","110","96","14","0.873","1.11","5.39","114","100","14","0.877","1.11","-1.86","168","162","6","0.964","0.48","0.50","26","69","35.56","23.32"
"87","Mads Sogaard","OTT","5","249.15","136","125","11","0.919","2.65","1.88","10.12","33","26","7","0.788","1.69","-1.18","37","34","3","0.919","0.72","0.94","58","57","1","0.983","0.24","1.24","5","13","36.43","17.18"
"7","Alex Stalock","CHI","14","732.68333333333","403","370","33","0.918","2.70","5.16","36.34","98","79","19","0.806","1.56","-1.73","119","108","11","0.908","0.90","1.67","164","161","3","0.982","0.25","3.35","29","53","36.18","20.39"
"55","Ilya Samsonov","TOR","31","1822.5833333333","852","782","70","0.918","2.30","10.67","81.21","228","204","24","0.895","0.79","16.18","239","204","35","0.854","1.15","-9.56","337","326","11","0.967","0.36","2.04","46","142","35.44","22.16"
"38","Tristan Jarry","PIT","30","1743.1666666667","973","892","81","0.917","2.79","11.13","83.45","260","215","45","0.827","1.55","0.82","262","241","21","0.920","0.72","6.89","395","380","15","0.962","0.52","0.29","47","129","36.31","19.85"
"37","Juuse Saros","NSH","44","2611.6","1451","1329","122","0.916","2.80","15.39","143.4","420","352","68","0.838","1.56","6.02","473","429","44","0.907","1.01","6.35","485","475","10","0.979","0.23","8.77","112","211","32.70","19.51"
"75","Jeremy Swayman","BOS","24","1280.4166666667","592","542","50","0.916","2.34","6.05","55.55","167","147","20","0.880","0.94","9.43","171","148","23","0.865","1.08","-4.80","215","208","7","0.967","0.33","1.32","42","85","35.47","23.26"
"9","Semyon Varlamov","NYI","20","1188.6166666667","617","564","53","0.914","2.68","5.42","58.96","185","158","27","0.854","1.36","5.60","165","148","17","0.897","0.86","0.56","229","220","9","0.961","0.45","-0.14","44","94","35.88","21.13"
"76","Logan Thompson","VGK","36","2119.55","1093","999","94","0.914","2.66","9.49","93.24","264","223","41","0.845","1.16","5.53","297","265","32","0.892","0.91","-0.38","475","455","20","0.958","0.57","-1.61","91","149","36.22","22.45"
"18","Scott Wedgewood","DAL","18","987.8","551","503","48","0.913","2.92","4.17","50.86","155","130","25","0.839","1.52","2.32","144","131","13","0.910","0.79","2.33","223","213","10","0.955","0.61","-1.37","39","77","36.34","20.29"
"34","Aaron Dell","S.J","4","199.28333333333","103","94","9","0.913","2.71","0.75","11.58","39","35","4","0.897","1.20","2.87","27","22","5","0.815","1.51","-2.13","34","34","0","1.000","0.00","1.32","7","20","29.11","18.89"
"44","Vitek Vanecek","N.J","38","2126.5166666667","968","884","84","0.913","2.37","7.66","94.79","248","202","46","0.815","1.30","-2.29","258","235","23","0.911","0.65","4.46","399","384","15","0.962","0.42","0.44","62","148","36.13","19.92"
"88","Pyotr Kochetkov","CAR","19","1106.4833333333","497","454","43","0.913","2.33","4.06","49.2","170","148","22","0.871","1.19","7.96","123","108","15","0.878","0.81","-1.91","167","161","6","0.964","0.33","0.46","43","69","34.63","20.91"
"30","Joonas Korpisalo","CBJ","28","1571.6","927","845","82","0.912","3.13","5.77","87.38","257","219","38","0.852","1.45","7.29","265","235","30","0.887","1.15","-1.79","358","344","14","0.961","0.53","-0.14","44","140","34.75","20.79"
"69","Stuart Skinner","EDM","33","1880.4833333333","1035","944","91","0.912","2.90","7.00","99.43","279","233","46","0.835","1.47","3.17","312","277","35","0.888","1.12","-1.79","375","365","10","0.973","0.32","4.52","60","140","34.97","21.76"
"29","Matt Murray","TOR","19","1098.0166666667","561","511","50","0.911","2.73","3.12","52.84","161","138","23","0.857","1.26","5.37","149","131","18","0.879","0.98","-2.14","226","217","9","0.960","0.49","-0.25","57","90","34.49","22.40"
"68","David Rittich","WPG","17","922.06666666667","425","387","38","0.911","2.47","2.24","38.17","105","90","15","0.857","0.98","3.51","112","102","10","0.911","0.65","1.92","189","176","13","0.931","0.85","-5.68","19","50","35.63","25.76"
"93","Jaxson Stauber","CHI","6","363.5","191","174","17","0.911","2.81","1.09","18.42","60","54","6","0.900","0.99","4.57","50","41","9","0.820","1.49","-3.68","70","68","2","0.971","0.33","0.71","8","31","33.31","21.29"
"50","Igor Shesterkin","NYR","43","2580.2166666667","1264","1150","114","0.910","2.65","5.68","122.52","378","318","60","0.841","1.40","6.62","358","322","36","0.899","0.84","2.11","467","449","18","0.961","0.42","0.08","133","180","33.41","20.62"
"14","Darcy Kuemper","WSH","41","2305.15","1180","1073","107","0.909","2.79","4.73","112.9","310","250","60","0.806","1.56","-5.37","321","293","28","0.913","0.73","6.17","486","467","19","0.961","0.49","-0.19","85","165","36.09","21.21"
"35","Antti Raanta","CAR","21","1239.55","523","475","48","0.908","2.32","1.52","49.08","158","133","25","0.842","1.21","2.85","145","128","17","0.883","0.82","-1.56","179","173","6","0.966","0.29","0.93","39","59","35.19","21.31"
"56","Adin Hill","VGK","23","1248.15","579","526","53","0.908","2.55","1.82","51.87","132","105","27","0.795","1.30","-3.74","162","142","20","0.877","0.96","-2.75","249","243","6","0.976","0.29","3.64","40","80","36.64","18.06"
"60","Connor Ingram","ARI","21","1217.5333333333","727","660","67","0.908","3.30","1.84","69.57","201","167","34","0.831","1.68","1.42","226","204","22","0.903","1.08","2.06","267","256","11","0.959","0.54","-0.67","52","109","34.05","21.22"
"66","Carter Hart","PHI","44","2513.0166666667","1330","1207","123","0.908","2.94","2.93","128.84","408","342","66","0.838","1.58","5.91","334","296","38","0.886","0.91","-2.44","510","492","18","0.965","0.43","1.74","99","230","35.37","21.08"
"73","Daniil Tarasov","CBJ","13","676.98333333333","403","366","37","0.908","3.28","1.16","37.12","104","85","19","0.817","1.68","-0.67","116","103","13","0.888","1.15","-0.65","170","165","5","0.971","0.44","1.58","26","77","36.20","21.49"
"89","Arturs Silovs","VAN","4","241.51666666667","120","109","11","0.908","2.73","0.36","10.64","29","25","4","0.862","0.99","1.11","34","31","3","0.912","0.75","0.62","50","46","4","0.920","0.99","-2.06","7","20","38.51","25.64"
"26","Magnus Hellberg","DET, OTT","10","539.1","248","225","23","0.907","2.56","0.48","26.11","85","72","13","0.847","1.45","1.98","68","58","10","0.853","1.11","-2.76","88","88","0","1.000","0.00","3.41","17","39","31.62","20.39"
"48","Ville Husso","DET","43","2501.15","1264","1146","118","0.907","2.83","1.68","117.68","330","276","54","0.836","1.30","4.16","346","302","44","0.873","1.06","-7.17","513","493","20","0.961","0.48","-0.14","67","202","35.45","22.04"
"74","Eetu Makiniemi","S.J","2","84.333333333333","32","29","3","0.906","2.13","0.03","2.64","9","8","1","0.889","0.71","0.59","9","7","2","0.778","1.42","-1.04","12","12","0","1.000","0.00","0.46","4","3","32.72","26.00"
"15","Cam Talbot","OTT","29","1571.7333333333","797","721","76","0.905","2.90","-0.53","78.04","201","160","41","0.796","1.57","-5.58","233","207","26","0.888","0.99","-1.20","306","297","9","0.971","0.34","2.84","55","131","36.83","21.09"
"21","Frederik Andersen","CAR","20","1167.2","504","456","48","0.905","2.47","-0.28","48.85","157","127","30","0.809","1.54","-2.33","124","114","10","0.919","0.51","3.20","179","171","8","0.955","0.41","-1.07","30","79","34.95","17.44"
"54","Sam Montembeault","MTL","26","1541.6666666667","891","806","85","0.905","3.31","-0.63","95.58","272","218","54","0.801","2.10","-6.06","259","239","20","0.923","0.78","7.57","333","322","11","0.967","0.43","1.89","42","169","31.46","18.61"
"62","Charlie Lindgren","WSH","26","1403.9","675","611","64","0.905","2.74","-0.09","64.12","181","144","37","0.796","1.58","-5.10","189","173","16","0.915","0.68","4.12","270","259","11","0.959","0.47","-0.55","56","77","34.80","21.58"
"2","Marc-Andre Fleury","MIN","36","2056.0333333333","1025","927","98","0.904","2.86","-0.95","93.67","284","229","55","0.806","1.61","-4.95","262","235","27","0.897","0.79","0.89","435","419","16","0.963","0.47","0.84","73","157","34.73","21.99"
"61","Casey DeSmith","PIT","29","1598.0833333333","908","821","87","0.904","3.27","-1.02","88.13","296","245","51","0.828","1.91","1.17","229","209","20","0.913","0.75","4.38","333","317","16","0.952","0.60","-3.11","67","128","34.21","19.46"
"57","Karel Vejmelka","ARI","40","2342.3","1357","1225","132","0.903","3.38","-3.51","136.44","414","331","83","0.800","2.13","-10.04","382","353","29","0.924","0.74","11.67","511","491","20","0.961","0.51","-0.22","76","198","33.20","19.59"
"3","Jaroslav Halak","NYR","18","1035.4333333333","479","432","47","0.902","2.72","-1.64","48.86","144","120","24","0.833","1.39","1.38","122","110","12","0.902","0.70","0.99","190","179","11","0.942","0.64","-3.65","32","65","33.54","19.94"
"16","Sergei Bobrovsky","FLA","38","2113.25","1127","1017","110","0.902","3.12","-3.29","111.65","339","279","60","0.823","1.70","-0.25","294","266","28","0.905","0.79","3.30","437","415","22","0.950","0.62","-5.09","77","183","34.44","20.52"
"24","Anton Forsberg","OTT","28","1471.7166666667","817","737","80","0.902","3.26","-2.64","81.92","228","184","44","0.807","1.79","-3.82","236","213","23","0.903","0.94","2.12","303","290","13","0.957","0.53","-1.27","62","140","34.67","20.25"
"27","John Gibson","ANA","41","2301.9333333333","1546","1394","152","0.902","3.96","-5.61","152.17","513","426","87","0.830","2.27","3.41","412","366","46","0.888","1.20","-2.14","573","554","19","0.967","0.50","3.18","64","238","31.05","19.18"
"41","Pheonix Copley","L.A","26","1445.3166666667","670","604","66","0.901","2.74","-2.56","69.67","180","143","37","0.794","1.54","-5.28","189","172","17","0.910","0.71","3.12","264","252","12","0.955","0.50","-1.78","52","130","35.16","21.71"
"86","Spencer Knight","FLA","21","1168.75","627","565","62","0.901","3.18","-2.63","55.16","170","144","26","0.847","1.33","3.96","170","144","26","0.847","1.33","-7.90","254","244","10","0.961","0.51","-0.17","28","80","35.73","22.65"
"51","Mackenzie Blackwood","N.J","17","906.88333333333","461","415","46","0.900","3.04","-2.35","48.98","128","106","22","0.828","1.46","0.56","127","113","14","0.890","0.93","-0.48","184","174","10","0.946","0.66","-2.88","35","89","36.05","21.28"
"59","Joey Daccord","SEA","1","60","40","36","4","0.900","4.00","-0.21","3","11","10","1","0.909","1.00","0.94","13","11","2","0.846","2.00","-0.62","15","14","1","0.933","1.00","-0.42","1","5","35.68","22.00"
"5","Thomas Greiss","STL","16","880.26666666667","516","464","52","0.899","3.54","-3.14","46.11","148","114","34","0.770","2.32","-7.92","146","135","11","0.925","0.75","4.54","185","178","7","0.962","0.48","0.16","33","71","36.22","16.98"
"58","Erik Kallgren","TOR","10","561.66666666667","246","221","25","0.898","2.67","-1.71","23.56","76","64","12","0.842","1.28","1.39","63","53","10","0.841","1.07","-3.29","90","87","3","0.967","0.32","0.48","18","38","35.37","17.48"
"85","Samuel Ersson","PHI","10","528.41666666667","266","239","27","0.898","3.07","-1.81","28.58","74","64","10","0.865","1.14","3.04","75","65","10","0.867","1.14","-2.02","101","94","7","0.931","0.79","-3.09","24","39","34.69","24.41"
