"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"376","Connor McDavid","EDM","C","28","118.31666666667","10","17","9","8","27","90.00","39","25.64","5.83","57","47","38","15","1","3","2","1","1","0","0","0","14","3","3","8","1","5","3","62.50"
"322","Leon Draisaitl","EDM","C","28","118.83333333333","12","9","7","2","21","67.74","39","30.77","5.29","62","50","38","11","0","7","4","2","2","0","0","1","6","2","0","7","0","76","54","58.46"
"184","Nikita Kucherov","T.B","R","27","125.18333333333","5","14","9","5","19","90.48","31","16.13","3.31","57","45","29","5","4","2","2","1","1","0","0","1","13","2","3","3","1","0","0","-"
"185","Ryan Nugent-Hopkins","EDM","C","28","117.63333333333","3","14","6","8","17","56.67","21","14.29","3.35","35","29","26","10","0","2","2","1","1","0","0","1","0","0","2","1","2","0","2","0.00"
"338","David Pastrnak","BOS","R","26","115.26666666667","8","9","5","4","17","77.27","49","16.33","4.64","83","65","30","7","0","7","2","1","1","0","0","1","10","1","1","6","0","1","0","100.00"
"429","Kirill Kaprizov","MIN","L","27","106.06666666667","9","8","7","1","17","77.27","42","21.43","6.85","72","55","51","21","1","9","0","0","0","0","0","3","2","0","0","3","1","0","0","-"
"608","Rasmus Dahlin","BUF","D","27","118.05","4","13","7","6","17","68.00","23","17.39","1.98","38","27","12","1","0","1","2","1","1","0","0","0","2","0","1","2","1","0","0","-"
"420","Artemi Panarin","NYR","L","29","122.11666666667","1","15","10","5","16","80.00","20","5.00","2.6","54","34","24","3","0","7","4","2","2","0","0","1","5","0","2","1","0","0","0","-"
"486","Tage Thompson","BUF","C, R","28","102.9","9","7","3","4","16","69.57","42","21.43","3.76","61","50","33","7","2","1","0","0","0","0","0","0","4","1","1","5","0","9","11","45.00"
"90","John Tavares","TOR","C","29","104.75","7","8","4","4","15","71.43","39","17.95","7.23","53","49","48","34","0","9","0","0","0","0","0","0","3","0","0","4","0","67","43","60.91"
